common_name,winter_verified,winter_unverified,breeding_verified,breeding_indirect,transient,slug,aab_url,elcode,field_guide_url,order_desc,order,family_desc,family,genus,species,similar_species,num_observations,accidental,major_group
Tree Swallow,"","",X,"","",tree_swallow,http://www.allaboutbirds.org/guide/tree_swallow/id,ABPAU03010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU03010,Perching Birds,Passeriformes,Swallows,Hirundinidae,Tachycineta,Bicolor,"Bank Swallow, Northern Rough-winged Swallow, Violet-green Swallow",5957,"",Misc
Violet-green Swallow,"","",X,"","",violet-green_swallow,http://www.allaboutbirds.org/guide/violet-green_swallow/id,ABPAU03040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPAU03040,Perching Birds,Passeriformes,Swallows,Hirundinidae,Tachycineta,Thalassina,Tree Swallow,2390,"",Misc
Northern Cardinal,X,"","","",X,northern_cardinal,http://www.allaboutbirds.org/guide/northern_cardinal/id,ABPBX60010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX60010,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Cardinalis,Cardinalis,"Summer Tanager, Vermilion Flycatcher, Scarlet Tanager, Pyrrhuloxia",14,X,Misc
Pyrrhuloxia,"","","","",X,pyrrhuloxia,http://www.allaboutbirds.org/guide/pyrrhuloxia/id,ABPBX60020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX60020,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Cardinalis,Sinuatus,Northern Cardinal,1,X,Misc
Lazuli Bunting,"","",X,"","",lazuli_bunting,http://www.allaboutbirds.org/guide/lazuli_bunting/id,ABPBX64020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX64020,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Passerina,Amoena,"Blue Grosbeak, Indigo Bunting, Western Bluebird",3473,"",Misc
Blue Grosbeak,"","",X,"","",blue_grosbeak,http://www.allaboutbirds.org/guide/blue_grosbeak/id,ABPBX64010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX64010,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Passerina,Caerulea,"Indigo Bunting, Eastern Bluebird, Brown-headed Cowbird, Lazuli Bunting",11,"",Misc
Painted Bunting,"",X,"","",X,painted_bunting,http://www.allaboutbirds.org/guide/painted_bunting/id,ABPBX64060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX64060,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Passerina,Ciris,"Indigo Bunting, Lazuli Bunting",3,X,Misc
Indigo Bunting,"","","",X,"",indigo_bunting,http://www.allaboutbirds.org/guide/indigo_bunting/id,ABPBX64030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX64030,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Passerina,Cyanea,"Blue Grosbeak, Lazuli Bunting, Painted Bunting, House Sparrow, Eastern Bluebird",53,"",Misc
Rose-breasted Grosbeak,"",X,X,"","",rose-breasted_grosbeak,http://www.allaboutbirds.org/guide/rose-breasted_grosbeak/id,ABPBX61030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX61030,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Pheucticus,Ludovicianus,"Black-headed Grosbeak, Purple Finch, Red-winged Blackbird",157,"",Misc
Black-headed Grosbeak,X,"",X,"","",black-headed_grosbeak,http://www.allaboutbirds.org/guide/black-headed_grosbeak/id,ABPBX61040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX61040,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Pheucticus,Melanocephalus,"Purple Finch, Rose-breasted Grosbeak, Baltimore Oriole",2774,"",Misc
Western Tanager,"","",X,"","",western_tanager,http://www.allaboutbirds.org/guide/western_tanager/id,ABPBX45050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX45050,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Piranga,Ludoviciana,Scarlet Tanager,16540,"",Misc
Scarlet Tanager,"","","","",X,scarlet_tanager,http://www.allaboutbirds.org/guide/scarlet_tanager/id,ABPBX45040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX45040,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Piranga,Olivacea,"Summer Tanager, Western Tanager",22,X,Misc
Summer Tanager,"","","","",X,summer_tanager,http://www.allaboutbirds.org/guide/summer_tanager/id,ABPBX45030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX45030,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Piranga,Rubra,"Scarlet Tanager, Western Tanager",8,X,Misc
Dickcissel,"","",X,"","",dickcissel,http://www.allaboutbirds.org/guide/dickcissel/id,ABPBX65010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX65010,Perching Birds,Passeriformes,Tanagers / Cardinals / Buntings,Cardinalidae,Spiza,Americana,"House Sparrow, Eastern Meadowlark",74,"",Misc
Gray Catbird,"",X,X,"","",gray_catbird,http://www.allaboutbirds.org/guide/gray_catbird/id,ABPBK01010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBK01010,Perching Birds,Passeriformes,Thrashers / Mockingbirds / Catbirds,Mimidae,Dumetella,Carolinensis,"Blue-gray Gnatcatcher, Brown-headed Cowbird, Northern Mockingbird, Townsend's Solitaire",3753,"",Misc
Northern Mockingbird,X,"",X,"","",northern_mockingbird,http://www.allaboutbirds.org/guide/northern_mockingbird/id,ABPBK03010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBK03010,Perching Birds,Passeriformes,Thrashers / Mockingbirds / Catbirds,Mimidae,Mimus,Polyglottos,"Loggerhead Shrike, Northern Shrike, Blue-gray Gnatcatcher, Townsend's Solitaire, Gray Catbird",85,"",Misc
Sage Thrasher,"","",X,"","",sage_thrasher,http://www.allaboutbirds.org/guide/sage_thrasher/id,ABPBK04010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBK04010,Perching Birds,Passeriformes,Thrashers / Mockingbirds / Catbirds,Mimidae,Oreoscoptes,Montanus,"",693,"",Misc
Curve-billed Thrasher,X,"","","",X,curve-billed_thrasher,http://www.allaboutbirds.org/guide/curve-billed_thrasher/id,ABPBK06070,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBK06070,Perching Birds,Passeriformes,Thrashers / Mockingbirds / Catbirds,Mimidae,Toxostoma,Curvirostre,"",4,X,Misc
Brown Thrasher,X,"",X,"","",brown_thrasher,http://www.allaboutbirds.org/guide/brown_thrasher/id,ABPBK06010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBK06010,Perching Birds,Passeriformes,Thrashers / Mockingbirds / Catbirds,Mimidae,Toxostoma,Rufum,Wood Thrush,1093,"",Misc
Veery,"","",X,"","",veery,http://www.allaboutbirds.org/guide/veery/id,ABPBJ18080,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ18080,Perching Birds,Passeriformes,Thrushes,Turdidae,Catharus,Fuscescens,Swainson's Thrush,1032,"",Misc
Hermit Thrush,"",X,X,"","",hermit_thrush,http://www.allaboutbirds.org/guide/hermit_thrush/id,ABPBJ18110,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ18110,Perching Birds,Passeriformes,Thrushes,Turdidae,Catharus,Guttatus,"Swainson's Thrush, Veery, Gray-cheeked Thrush, Wood Thrush",5115,"",Misc
Gray-cheeked Thrush,"","","","",X,gray-cheeked_thrush,http://www.allaboutbirds.org/guide/gray-cheeked_thrush/id,ABPBJ18090,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ18090,Perching Birds,Passeriformes,Thrushes,Turdidae,Catharus,Minimus,"",41,"",Misc
Swainson's Thrush,"","",X,"","",swainsons_thrush,http://www.allaboutbirds.org/guide/swainsons_thrush/id,ABPBJ18100,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ18100,Perching Birds,Passeriformes,Thrushes,Turdidae,Catharus,Ustulatus,"Hermit Thrush, Gray-cheeked Thrush, Veery, Wood Thrush",15721,"",Misc
Wood Thrush,"","","","",X,wood_thrush,http://www.allaboutbirds.org/guide/wood_thrush/id,ABPBJ19010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ19010,Perching Birds,Passeriformes,Thrushes,Turdidae,Hylocichla,Mustelina,"American Robin, Hermit Thrush, Ovenbird, Swainson's Thrush",9,X,Misc
Varied Thrush,X,"",X,"","",varied_thrush,http://www.allaboutbirds.org/guide/varied_thrush/id,ABPBJ22010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ22010,Perching Birds,Passeriformes,Thrushes,Turdidae,Ixoreus,Naevius,American Robin,3608,"",Misc
Townsend's Solitaire,X,"",X,"","",townsends_solitaire,http://www.allaboutbirds.org/guide/townsends_solitaire/id,ABPBJ16010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ16010,Perching Birds,Passeriformes,Thrushes,Turdidae,Myadestes,Townsendi,Mountain Bluebird,8913,"",Misc
Mountain Bluebird,"",X,X,"","",mountain_bluebird,http://www.allaboutbirds.org/guide/mountain_bluebird/id,ABPBJ15030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ15030,Perching Birds,Passeriformes,Thrushes,Turdidae,Sialia,Currucoides,"Eastern Bluebird, Western Bluebird",5914,"",Misc
Western Bluebird,"",X,X,"","",western_bluebird,http://www.allaboutbirds.org/guide/western_bluebird/id,ABPBJ15020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ15020,Perching Birds,Passeriformes,Thrushes,Turdidae,Sialia,Mexicana,"Mountain Bluebird, Eastern Bluebird",304,"",Misc
Eastern Bluebird,X,"",X,"","",eastern_bluebird,http://www.allaboutbirds.org/guide/eastern_bluebird/id,ABPBJ15010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ15010,Perching Birds,Passeriformes,Thrushes,Turdidae,Sialia,Sialis,"Black-throated Blue Warbler, Blue Jay, Western Bluebird, Indigo Bunting, Lazuli Bunting, Mountain Bluebird",171,"",Misc
American Robin,X,"",X,"","",american_robin,http://www.allaboutbirds.org/guide/american_robin/id,ABPBJ20170,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBJ20170,Perching Birds,Passeriformes,Thrushes,Turdidae,Turdus,Migratorius,"Eastern Bluebird, Eastern Towhee, Orchard Oriole, Say's Phoebe, Varied Thrush, Vermilion Flycatcher, Wood Thrush",32446,"",Misc
Cassin's Vireo,"","",X,"","",cassins_vireo,http://www.allaboutbirds.org/guide/cassins_vireo/id,ABPBW01290,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01290,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Cassinii,"",6037,"",Misc
Yellow-throated Vireo,"","","",X,"",yellow-throated_vireo,http://www.allaboutbirds.org/guide/yellow-throated_vireo/id,ABPBW01170,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01170,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Flavifrons,"",5,X,Misc
Warbling Vireo,"","",X,"","",warbling_vireo,http://www.allaboutbirds.org/guide/warbling_vireo/id,ABPBW01210,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01210,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Gilvus,"Red-eyed Vireo, Philadelphia Vireo",13873,"",Misc
White-eyed Vireo,"","","",X,"",white-eyed_vireo,http://www.allaboutbirds.org/guide/white-eyed_vireo/id,ABPBW01020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01020,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Griseus,"",1,X,Misc
Red-eyed Vireo,"","",X,"","",red-eyed_vireo,http://www.allaboutbirds.org/guide/red-eyed_vireo/id,ABPBW01240,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01240,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Olivaceus,"Warbling Vireo, Tennessee Warbler, Philadelphia Vireo",1044,"",Misc
Philadelphia Vireo,"","","","",X,philadelphia_vireo,http://www.allaboutbirds.org/guide/philadelphia_vireo/id,ABPBW01230,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01230,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Philadelphicus,"",30,X,Misc
Plumbeous Vireo,"","",X,"","",plumbeous_vireo,http://www.allaboutbirds.org/guide/plumbeous_vireo/id,ABPBW01280,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01280,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Plumbeus,"",550,"",Misc
Blue-headed Vireo,"","","","",X,blue-headed_vireo,http://www.allaboutbirds.org/guide/blue-headed_vireo/id,ABPBW01160,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBW01160,Perching Birds,Passeriformes,Vireos,Vireonidae,Vireo,Solitarius,"Cassin's Vireo, Plumbeous Vireo",22,X,Misc
Canada Warbler,"","","","",X,canada_warbler,http://www.allaboutbirds.org/guide/canada_warbler/id,ABPBX16030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX16030,Perching Birds,Passeriformes,Warblers,Parulidae,Cardellina,Canadensis,"",42,"",Misc
Wilson's Warbler,"","",X,"","",wilsons_warbler,http://www.allaboutbirds.org/guide/wilsons_warbler/id,ABPBX16020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX16020,Perching Birds,Passeriformes,Warblers,Parulidae,Cardellina,Pusilla,"",2410,"",Misc
Kentucky Warbler,"","","","",X,kentucky_warbler,http://www.allaboutbirds.org/guide/kentucky_warbler/id,ABPBX11010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX11010,Perching Birds,Passeriformes,Warblers,Parulidae,Geothlypis,Formosa,"",2,X,Misc
Mourning Warbler,"","","","",X,mourning_warbler,http://www.allaboutbirds.org/guide/mourning_warbler/id,ABPBX11030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX11030,Perching Birds,Passeriformes,Warblers,Parulidae,Geothlypis,Philadelphia,"",52,"",Misc
MacGillivray's Warbler,"","",X,"","",macgillivrays_warbler,http://www.allaboutbirds.org/guide/macgillivrays_warbler/id,ABPBX11040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX11040,Perching Birds,Passeriformes,Warblers,Parulidae,Geothlypis,Tolmiei,"",9759,"",Misc
Common Yellowthroat,"",X,X,"","",common_yellowthroat,http://www.allaboutbirds.org/guide/common_yellowthroat/id,ABPBX12010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX12010,Perching Birds,Passeriformes,Warblers,Parulidae,Geothlypis,Trichas,"Connecticut Warbler, Nashville Warbler, American Goldfinch",4860,"",Misc
Yellow-breasted Chat,"","",X,"","",yellow-breasted_chat,http://www.allaboutbirds.org/guide/yellow-breasted_chat/id,ABPBX24010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX24010,Perching Birds,Passeriformes,Warblers,Parulidae,Icteria,Virens,Yellow-throated Vireo,1422,"",Misc
Black-and-White Warbler,"","",X,"","",black-and-white_warbler,http://www.allaboutbirds.org/guide/black-and-white_warbler/id,ABPBX05010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX05010,Perching Birds,Passeriformes,Warblers,Parulidae,Mniotilta,Varia,Blackpoll Warbler,169,"",Misc
Painted Redstart,"","","","",X,painted_redstart,http://www.allaboutbirds.org/guide/painted_redstart/id,ABPBX19010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX19010,Perching Birds,Passeriformes,Warblers,Parulidae,Myioborus,Pictus,"",1,X,Misc
Connecticut Warbler,"","","","",X,connecticut_warbler,http://www.allaboutbirds.org/guide/connecticut_warbler/id,ABPBX11020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX11020,Perching Birds,Passeriformes,Warblers,Parulidae,Oporornis,Agilis,"",10,X,Misc
Orange-crowned Warbler,"","",X,"","",orange-crowned_warbler,http://www.allaboutbirds.org/guide/orange-crowned_warbler/id,ABPBX01050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX01050,Perching Birds,Passeriformes,Warblers,Parulidae,Oreothlypis,Celata,"Tennessee Warbler, Yellow Warbler, Philadelphia Vireo, Nashville Warbler, Common Yellowthroat",4587,"",Misc
Tennessee Warbler,"","",X,"","",tennessee_warbler,http://www.allaboutbirds.org/guide/tennessee_warbler/id,ABPBX01040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX01040,Perching Birds,Passeriformes,Warblers,Parulidae,Oreothlypis,Peregrina,"",175,"",Misc
Nashville Warbler,"","",X,"","",nashville_warbler,http://www.allaboutbirds.org/guide/nashville_warbler/id,ABPBX01060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX01060,Perching Birds,Passeriformes,Warblers,Parulidae,Oreothlypis,Ruficapilla,"",667,"",Misc
Northern Waterthrush,"","",X,"","",northern_waterthrush,http://www.allaboutbirds.org/guide/northern_waterthrush/id,ABPBX10020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX10020,Perching Birds,Passeriformes,Warblers,Parulidae,Parkesia,Noveboracensis,"",1904,"",Misc
Prothonotary Warbler,"","","","",X,prothonotary_warbler,http://www.allaboutbirds.org/guide/prothonotary_warbler/id,ABPBX07010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX07010,Perching Birds,Passeriformes,Warblers,Parulidae,Protonotaria,Citrea,"",3,X,Misc
Ovenbird,"","",X,"","",ovenbird,http://www.allaboutbirds.org/guide/ovenbird/id,ABPBX10010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX10010,Perching Birds,Passeriformes,Warblers,Parulidae,Seiurus,Aurocapilla,"Northern Waterthrush, Swainson's Thrush, Wood Thrush, Song Sparrow",1089,"",Misc
Northern Parula,"","","","",X,northern_parula,http://www.allaboutbirds.org/guide/northern_parula/id,ABPBX02010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX02010,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Americana,"",21,X,Misc
Black-throated Blue Warbler,"",X,"","",X,black-throated_blue_warbler,http://www.allaboutbirds.org/guide/black-throated_blue_warbler/id,ABPBX03050,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03050,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Caerulescens,Tennessee Warbler,24,"",Misc
Bay-breasted Warbler,"","","","",X,bay-breasted_warbler,http://www.allaboutbirds.org/guide/bay-breasted_warbler/id,ABPBX03220,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03220,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Castanea,"",18,X,Misc
Hooded Warbler,"","","","",X,hooded_warbler,http://www.allaboutbirds.org/guide/hooded_warbler/id,ABPBX16010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX16010,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Citrina,"",7,X,Misc
Yellow-rumped Warbler,X,"",X,"","",yellow-rumped_warbler,http://www.allaboutbirds.org/guide/yellow-rumped_warbler/id,ABPBX03060,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03060,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Coronata,"Magnolia Warbler, Yellow-throated Warbler, Black-and-white Warbler",22954,"",Misc
Prairie Warbler,"","","","",X,prairie_warbler,http://www.allaboutbirds.org/guide/prairie_warbler/id,ABPBX03190,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03190,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Discolor,"",4,X,Misc
Yellow-throated Warbler,X,"","","",X,yellow-throated_warbler,http://www.allaboutbirds.org/guide/yellow-throated_warbler/id,ABPBX03130,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03130,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Dominica,"",3,X,Misc
Blackburnian Warbler,"","","","",X,blackburnian_warbler,http://www.allaboutbirds.org/guide/blackburnian_warbler/id,ABPBX03120,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03120,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Fusca,"",23,"",Misc
Magnolia Warbler,"","","","",X,magnolia_warbler,http://www.allaboutbirds.org/guide/magnolia_warbler/id,ABPBX03030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03030,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Magnolia,"American Redstart, Canada Warbler, Nashville Warbler, Cape May Warbler",47,"",Misc
Black-throated Gray Warbler,"",X,X,"","",black-throated_gray_warbler,http://www.allaboutbirds.org/guide/black-throated_gray_warbler/id,ABPBX03070,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03070,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Nigrescens,"",12,X,Misc
Palm Warbler,"",X,"","",X,palm_warbler,http://www.allaboutbirds.org/guide/palm_warbler/id,ABPBX03210,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03210,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Palmarum,"",40,"",Misc
Chestnut-sided Warbler,"","","","",X,chestnut-sided_warbler,http://www.allaboutbirds.org/guide/chestnut-sided_warbler/id,ABPBX03020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03020,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Pensylvanica,Bay-breasted Warbler,36,"",Misc
Yellow Warbler,"","",X,"","",yellow_warbler,http://www.allaboutbirds.org/guide/yellow_warbler/id,ABPBX03010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03010,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Petechia,"Wilson's Warbler, Hooded Warbler, Orange-crowned Warbler, Palm Warbler",13050,"",Misc
Pine Warbler,"","","","",X,pine_warbler,http://www.allaboutbirds.org/guide/pine_warbler/id,ABPBX03170,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03170,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Pinus,"Yellow-throated Vireo, Bay-breasted Warbler, Blackpoll Warbler, Cape May Warbler, Yellow Warbler",9,X,Misc
American Redstart,"","",X,"","",american_redstart,http://www.allaboutbirds.org/guide/american_redstart/id,ABPBX06010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX06010,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Ruticilla,"Blackburnian Warbler, Magnolia Warbler, Baltimore Oriole",1686,"",Misc
Blackpoll Warbler,"","","","",X,blackpoll_warbler,http://www.allaboutbirds.org/guide/blackpoll_warbler/id,ABPBX03230,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03230,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Striata,"Bay-breasted Warbler, Black-and-white Warbler, Pine Warbler",163,"",Misc
Cape May Warbler,"","","","",X,cape_may_warbler,http://www.allaboutbirds.org/guide/cape_may_warbler/id,ABPBX03040,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03040,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Tigrina,"",29,"",Misc
Townsend's Warbler,"","",X,"","",townsends_warbler,http://www.allaboutbirds.org/guide/townsends_warbler/id,ABPBX03080,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03080,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Townsendi,"",10231,"",Misc
Black-throated Green Warbler,"","","","",X,black-throated_green_warbler,http://www.allaboutbirds.org/guide/black-throated_green_warbler/id,ABPBX03100,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX03100,Perching Birds,Passeriformes,Warblers,Parulidae,Setophaga,Virens,Townsend's Warbler,24,X,Misc
Golden-winged Warbler,"","","","",X,golden-winged_warbler,http://www.allaboutbirds.org/guide/golden-winged_warbler/id,ABPBX01030,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX01030,Perching Birds,Passeriformes,Warblers,Parulidae,Vermivora,Chrysoptera,"",4,X,Misc
Blue-winged Warbler,"","","","",X,blue-winged_warbler,http://www.allaboutbirds.org/guide/blue-winged_warbler/id,ABPBX01020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBX01020,Perching Birds,Passeriformes,Warblers,Parulidae,Vermivora,Cyanoptera,"",10,X,Misc
Cedar Waxwing,X,"",X,"","",cedar_waxwing,http://www.allaboutbirds.org/guide/cedar_waxwing/id,ABPBN01020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBN01020,Perching Birds,Passeriformes,Waxwings,Bombycillidae,Bombycilla,Cedrorum,Bohemian Waxwing,4092,"",Misc
Bohemian Waxwing,X,"","",X,"",bohemian_waxwing,http://www.allaboutbirds.org/guide/bohemian_waxwing/id,ABPBN01010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBN01010,Perching Birds,Passeriformes,Waxwings,Bombycillidae,Bombycilla,Garrulus,Cedar Waxwing,1400,"",Misc
Canyon Wren,X,"",X,"","",canyon_wren,http://www.allaboutbirds.org/guide/canyon_wren/id,ABPBG04010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG04010,Perching Birds,Passeriformes,Wrens,Troglodytidae,Catherpes,Mexicanus,"",228,"",Misc
Marsh Wren,X,"",X,"","",marsh_wren,http://www.allaboutbirds.org/guide/marsh_wren/id,ABPBG10020,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG10020,Perching Birds,Passeriformes,Wrens,Troglodytidae,Cistothorus,Palustris,"",1558,"",Misc
Sedge Wren,"","",X,"","",sedge_wren,http://www.allaboutbirds.org/guide/sedge_wren/id,ABPBG10010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG10010,Perching Birds,Passeriformes,Wrens,Troglodytidae,Cistothorus,Platensis,"",35,"",Misc
Rock Wren,"",X,X,"","",rock_wren,http://www.allaboutbirds.org/guide/rock_wren/id,ABPBG03010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG03010,Perching Birds,Passeriformes,Wrens,Troglodytidae,Salpinctes,Obsoletus,"",3118,"",Misc
Bewick's Wren,X,"","","",X,bewicks_wren,http://www.allaboutbirds.org/guide/bewicks_wren/id,ABPBG07010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG07010,Perching Birds,Passeriformes,Wrens,Troglodytidae,Thryomanes,Bewickii,"House Wren, Carolina Wren",11,X,Misc
Carolina Wren,"","","","",X,carolina_wren,http://www.allaboutbirds.org/guide/carolina_wren/id,ABPBG06130,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG06130,Perching Birds,Passeriformes,Wrens,Troglodytidae,Thryothorus,Ludovicianus,"Bewick's Wren, House Wren",1,X,Misc
House Wren,"",X,X,"","",house_wren,http://www.allaboutbirds.org/guide/house_wren/id,ABPBG09010,http://fieldguide.mt.gov/speciesDetail.aspx?elcode=ABPBG09010,Perching Birds,Passeriformes,Wrens,Troglodytidae,Troglodytes,Aedon,"Bewick's Wren, Winter Wren, Brown Creeper, Carolina Wren, Common Yellowthroat",8156,"",Misc
